ID	Gene.symbol	Gene.title	log2(fold change)(Tumour vs Normal)	-log10(Pvalue)(Tumour vs Normal)
187369	SEC11C	SEC11 homolog C, signal peptidase complex subunit	-0.796	2.966
187432			1.202	3.56
187677	PALD1	phosphatase domain containing, paladin 1	1.471	3.053
187739	SULT2B1	sulfotransferase family 2B member 1	1.883	3.485
187969	SAP30	Sin3A associated protein 30	0.764	2.877
187998	UNC45A	unc-45 myosin chaperone A	0.628	2.471
188051	CDH3	cadherin 3	2.965	3.644
188076			1.033	2.688
188204			-1.467	4.331
188269	HEPACAM2	HEPACAM family member 2	-1.9	2.916
188291	PLCG2	phospholipase C gamma 2	-1.213	3.011
188430	C5orf30	chromosome 5 open reading frame 30	-1.196	4.503
188450	NOA1	nitric oxide associated 1	0.812	3.248
188455	GINM1	glycoprotein integral membrane 1	-0.736	2.578
188504	ELANE	elastase, neutrophil expressed	-0.884	3.053
188526			1.983	3.604
188632	TIMELESS	timeless circadian clock	1.11	2.742
188682	ZNF575	zinc finger protein 575	-1.832	5.961
188686	MRPS15	mitochondrial ribosomal protein S15	0.591	2.96
188724	AEN	apoptosis enhancing nuclease	0.897	3.913
188735	RUVBL1	RuvB like AAA ATPase 1	0.92	3.259
188807	CXCL5	C-X-C motif chemokine ligand 5	2.643	3.419
188840	PAIP1	poly(A) binding protein interacting protein 1	0.476	2.597
188867	EPHX4	epoxide hydrolase 4	2.1	4.473
188917			-1.701	4.024
188934	NMB	neuromedin B	1.058	3.078
189094	TPX2	TPX2, microtubule nucleation factor	1.601	2.652
189140	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	-0.66	2.936
189141	TMIGD1	transmembrane and immunoglobulin domain containing 1	-4.253	5.71
189199			0.6	2.821
189331			0.811	4.393
189353	TMEM35A	transmembrane protein 35A	-1.627	3.169
189365	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1	0.649	2.451
189401	AP5M1	adaptor related protein complex 5 mu 1 subunit	-0.682	2.766
189408	MIPEP	mitochondrial intermediate peptidase	0.58	2.533
189411	DNM2	dynamin 2	-0.744	3.24
189480	HMGXB4	HMG-box containing 4	1.137	3.964
189490	NR3C2	nuclear receptor subfamily 3 group C member 2	-2.066	3.539
189518	INTS7	integrator complex subunit 7	1.032	2.435
189611	NOP56	NOP56 ribonucleoprotein	1.163	3.727
189624	GTF2IRD1	GTF2I repeat domain containing 1	1.451	4.787
189687	AHCY	adenosylhomocysteinase	0.962	3.48
189793	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1	-0.64	2.849
189906	ZNF7	zinc finger protein 7	0.779	3.486
189953	SMC6	structural maintenance of chromosomes 6	0.548	2.536
190204			-0.873	3.03
190224	BCL2L10	BCL2 like 10	-1.896	3.078
190298	ABI2	abl-interactor 2	0.926	2.945
190306	GHR	growth hormone receptor	-2.269	3.557
190308	CKAP2L	cytoskeleton associated protein 2 like	1.783	3.825
190326			-1.285	3.062
190331			2.49	2.652
190473			1.273	2.924
190750	TEX101	testis expressed 101	-1.215	2.974
190825	CD3EAP	CD3e molecule associated protein	1.17	2.945
190870	DENR	density regulated re-initiation and release factor	0.454	2.474
190925	ATAD5	ATPase family, AAA domain containing 5	1.12	2.887
190964	TNFSF9	tumor necrosis factor superfamily member 9	2.362	3.228
191084	CTHRC1	collagen triple helix repeat containing 1	2.06	4.236
191106			0.519	2.946
191135	LRRC49	leucine rich repeat containing 49	1.035	2.52
191285	COL4A6	collagen type IV alpha 6 chain	-1.682	2.961
191292	STRAP	serine/threonine kinase receptor associated protein	0.735	4.371
191296	MIER1	MIER1 transcriptional regulator	-0.706	2.556
191305	CDKN3	cyclin dependent kinase inhibitor 3	1.19	2.723
191345			-0.964	3.654
191357	TMEM206	transmembrane protein 206	0.788	2.559
191423	CRYBA2	crystallin beta A2	-1.324	5.033
191433			0.878	3.463
191465			0.911	2.449
191596	PCOLCE2	procollagen C-endopeptidase enhancer 2	-2.058	2.62
191646	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	1.134	4.472
191693	SLC41A2	solute carrier family 41 member 2	-0.854	2.985
191816	SLC46A3	solute carrier family 46 member 3	-1.227	3.147
191823			0.885	3.296
191841	DCAF13	DDB1 and CUL4 associated factor 13	0.874	3.31
191847	MGST3	microsomal glutathione S-transferase 3	-0.669	4.038
191942	WDR59	WD repeat domain 59	0.934	3.191
191973	PLK4	polo like kinase 4	1.28	2.818
192110	FAM81A	family with sequence similarity 81 member A	1.249	2.592
192190			0.554	3.521
192219			0.851	2.507
192223	NOP58	NOP58 ribonucleoprotein	1.071	3.933
192342	ECT2	epithelial cell transforming 2	1.36	4.464
192345			0.85	3.979
192361			-1.771	3.151
192362	METTL8	methyltransferase like 8	0.786	3.656
192373	S100A2	S100 calcium binding protein A2	1.601	3.203
192374	LRPPRC	leucine rich pentatricopeptide repeat containing	0.859	3.147
192391	RAB27A	RAB27A, member RAS oncogene family	-0.809	2.496
192482			0.782	2.85
192503	DCUN1D5	defective in cullin neddylation 1 domain containing 5	1.127	4.897
192520			-0.818	2.571
192528	CXCL6	C-X-C motif chemokine ligand 6	2.387	3.897
192545	AXIN2	axin 2	2.062	4.083
192556	ZNHIT6	zinc finger HIT-type containing 6	0.583	2.544
192616			0.647	3.493
192720	PNRC2	proline rich nuclear receptor coactivator 2	-0.659	3.052
192798	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	-0.744	2.755
192835	RRN3	RRN3 homolog, RNA polymerase I transcription factor	0.502	2.535
192867	UGT1A8	UDP glucuronosyltransferase family 1 member A8	-1.804	3.823
192935	RGS5	regulator of G-protein signaling 5	1.121	2.951
192975	MND1	meiotic nuclear divisions 1	1.401	2.511
193064	INHBA	inhibin beta A subunit	3.743	6.687
193067	TESK2	testis-specific kinase 2	-1.269	3.363
193266	CXXC4	CXXC finger protein 4	0.766	2.552
193304			1.082	4.368
193596	ARG2	arginase 2	1.534	3.093
193606	C12orf45	chromosome 12 open reading frame 45	0.673	2.743
193655	SURF2	surfeit 2	0.796	2.895
193716	ECE2	endothelin converting enzyme 2	0.837	2.709
193869	TUB	tubby bipartite transcription factor	-1.286	4.358
193875	ANGPT2	angiopoietin 2	2.057	3.476
193986	STRA6	stimulated by retinoic acid 6	2.006	2.928
194000	MRTO4	MRT4 homolog, ribosome maturation factor	0.837	2.833
194003	COL1A1	collagen type I alpha 1 chain	1.747	3.217
194041	TCF12	transcription factor 12	1.003	4.243
194045	B4GALT2	beta-1,4-galactosyltransferase 2	0.638	2.66
194080	CHD9	chromodomain helicase DNA binding protein 9	-0.81	2.699
194221			-1.175	4.292
194271	TMPRSS2	transmembrane protease, serine 2	-1.406	3.079
194314	ABCC4	ATP binding cassette subfamily C member 4	0.836	2.916
194368	WDR12	WD repeat domain 12	0.998	4.174
194409	ACSS2	acyl-CoA synthetase short-chain family member 2	-1.136	3.048
194430			0.6	3.139
194441	FMO5	flavin containing monooxygenase 5	-1.488	3.056
194498	DLGAP5	DLG associated protein 5	1.834	3.117
194547	TMEM9	transmembrane protein 9	1.018	3.213
194568	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1	-1.32	3.438
194597	TSFM	Ts translation elongation factor, mitochondrial	0.715	3.19
194602			2.519	4.252
194623	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7	-2.818	4.359
194658	TRIP13	thyroid hormone receptor interactor 13	1.882	3.236
194679	HAUS2	HAUS augmin like complex subunit 2	0.689	2.492
194779	ZSWIM8	zinc finger SWIM-type containing 8	-0.559	2.461
194788			-0.66	3.431
194821	APAF1	apoptotic peptidase activating factor 1	-0.563	3.54
194871	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3	0.859	2.877
194924	ROR1	receptor tyrosine kinase like orphan receptor 1	-1.642	3.043
194936			-0.924	3.525
194952	DEFA6	defensin alpha 6	4.241	4.786
195022	TUSC3	tumor suppressor candidate 3	-0.994	2.547
195161			0.49	2.806
195445	DPT	dermatopontin	-2.403	4.038
195455	NAAA	N-acylethanolamine acid amidase	-1.288	3.136
195478	ANAPC1	anaphase promoting complex subunit 1	0.971	3.886
195519	MEP1A	meprin A subunit alpha	-1.876	3.358
195535	PLXNA2	plexin A2	-0.849	4.308
195544	CD2AP	CD2 associated protein	-0.632	2.505
195577	IFITM3	interferon induced transmembrane protein 3	1.067	4.98
195645			0.575	2.864
195690	DTWD1	DTW domain containing 1	0.742	2.909
195707	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2	-2.132	5.998
195766	ETFDH	electron transfer flavoprotein dehydrogenase	-0.735	3.312
195865	LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	-1.003	2.651
195867	SLC17A3	solute carrier family 17 member 3	-1.171	3.192
195875	RNF43	ring finger protein 43	1.297	4.951
196004	C4orf19	chromosome 4 open reading frame 19	-0.939	3.539
196037	A1CF	APOBEC1 complementation factor	-1.081	2.772
196081	COX8A	cytochrome c oxidase subunit 8A	-0.668	3.843
196106			0.537	2.929
196111	NLRP2	NLR family pyrin domain containing 2	-1.069	2.659
196262	UBQLN4	ubiquilin 4	0.756	2.474
196296	MMP28	matrix metallopeptidase 28	-0.986	3.74
196309	PXYLP1	2-phosphoxylose phosphatase 1	1.153	3.498
196317	RBP5	retinol binding protein 5	-1.176	3.075
196373	MYL6	myosin light chain 6	-0.783	3.613
196427			-0.603	2.66
196494	S100A8	S100 calcium binding protein A8	1.771	2.644
196546			-1.416	2.742
196595	GPX3	glutathione peroxidase 3	-1.011	2.539
196687	NCOA7	nuclear receptor coactivator 7	2.056	3.877
196689	SIDT1	SID1 transmembrane family member 1	-1.612	3.627
196792	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	-1.977	4.076
196942	CA4	carbonic anhydrase 4	-4.604	4.506
197008	NHEJ1	non-homologous end joining factor 1	-0.769	3.172
197185	HSP90AB1	heat shock protein 90 alpha family class B member 1	0.581	2.841
197221	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	1.089	4.047
197238	GZMB	granzyme B	1.74	3.016
197260	NSUN7	NOP2/Sun RNA methyltransferase family member 7	0.946	2.72
197408			-0.763	2.607
197431	AMPD1	adenosine monophosphate deaminase 1	-2.592	5.146
197491	UTP4	UTP4, small subunit processome component	0.74	3.092
197538	BHLHE40	basic helix-loop-helix family member e40	1.209	3.799
197586	PSMB5	proteasome subunit beta 5	0.635	3.292
197614	NOS3	nitric oxide synthase 3	1.129	2.436
197746			0.745	3.352
197958	SPDL1	spindle apparatus coiled-coil protein 1	0.946	2.684
198023	CCDC68	coiled-coil domain containing 68	-1.818	3.481
198202	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1	0.802	4.107
198232	TP53BP1	tumor protein p53 binding protein 1	0.477	2.727
198262	ICA1	islet cell autoantigen 1	0.745	2.795
198305			1.253	5.049
198419	DRG1	developmentally regulated GTP binding protein 1	0.775	3.834
198428	ANKRD13A	ankyrin repeat domain 13A	-0.824	4.349
198464	ADAT2	adenosine deaminase, tRNA specific 2	1.415	3.418
198534			1.128	3.058
198574	AOC3	amine oxidase, copper containing 3	-1.066	2.501
198606	EMP1	epithelial membrane protein 1	-1.218	2.608
198630	TGM5	transglutaminase 5	-0.705	2.886
198659	CPNE5	copine 5	-1.404	3.497
198666	GCG	glucagon	-4.363	5.855
198670	DCAF16	DDB1 and CUL4 associated factor 16	0.925	2.617
198705	PTBP1	polypyrimidine tract binding protein 1	0.488	2.56
198784	HLA-DQA2	major histocompatibility complex, class II, DQ alpha 2	-1.047	2.815
198878	PRKACB	protein kinase cAMP-activated catalytic subunit beta	-1.126	2.853
198929	ZBTB39	zinc finger and BTB domain containing 39	0.95	2.479
198949	FIGF	c-fos induced growth factor	-1.508	2.514
199005	LTK	leukocyte receptor tyrosine kinase	-1.602	2.744
199044	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	-3.02	5.989
199113	MRPL36	mitochondrial ribosomal protein L36	0.577	2.853
199145			1.129	4.791
199228	KRTAP13-2	keratin associated protein 13-2	-3.305	4.866
199386	PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D	-1.164	3.064
199423	RAPGEFL1	Rap guanine nucleotide exchange factor like 1	-0.986	2.637
199428			-0.776	3.29
199683	RHOC	ras homolog family member C	-0.824	3.345
199887			-0.535	2.486
199932	FAM118B	family with sequence similarity 118 member B	-0.664	2.713
199974	DUS3L	dihydrouridine synthase 3 like	0.878	2.616
199976			-0.916	3.565
200042	SLC30A10	solute carrier family 30 member 10	-2.2	4.466
200083	NKRF	NFKB repressing factor	0.935	4.174
200105	DISP2	dispatched RND transporter family member 2	-1.718	4.904
200120	ACBD6	acyl-CoA binding domain containing 6	0.736	3.184
200176			1.079	4.054
200194	ZNF350	zinc finger protein 350	-1.133	4.035
200565	FBXO22	F-box protein 22	0.82	3.337
200647	TEX10	testis expressed 10	0.707	2.753
200665	GPAT3	glycerol-3-phosphate acyltransferase 3	-1.46	3.3
200734	SAAL1	serum amyloid A like 1	0.847	2.771
200855	FAM104B	family with sequence similarity 104 member B	-0.998	2.975
200876			0.803	2.637
200965	TTPAL	alpha tocopherol transfer protein like	0.718	2.779
201036	TACSTD2	tumor-associated calcium signal transducer 2	3.421	5.011
201071	CD177	CD177 molecule	-3.378	3.109
201106	SOX9	SRY-box 9	1.574	4.905
201134	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	0.845	3.203
201212			-0.698	2.764
201258	FXYD3	FXYD domain containing ion transport regulator 3	-1.963	4.05
201271	EIF3I	eukaryotic translation initiation factor 3 subunit I	0.564	2.47
201319	DSC2	desmocollin 2	-1.583	3.909
201329			-1.215	2.665
201385	NMT2	N-myristoyltransferase 2	-0.704	3.065
201431	C8G	complement component 8, gamma polypeptide	-1.529	2.826
201462			1.68	3.832
201478	MCCC2	methylcrotonoyl-CoA carboxylase 2	0.91	3.614
201519	MALL	mal, T-cell differentiation protein like	-2.108	4.612
201573	CEP72	centrosomal protein 72	1.553	3.121
201628			1.214	5.837
201805	UBE2J1	ubiquitin conjugating enzyme E2 J1	-0.657	2.788
201953	GSN	gelsolin	-1.281	3.196
202027	BAD	BCL2 associated agonist of cell death	-0.609	2.545
202078	TMEM123	transmembrane protein 123	0.767	3.495
202183	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	-0.794	3.605
202197	ANP32E	acidic nuclear phosphoprotein 32 family member E	0.955	2.962
202211	PUS1	pseudouridylate synthase 1	1.217	5.205
202279	TMEM41A	transmembrane protein 41A	0.87	3.506
202346	KARS	lysyl-tRNA synthetase	0.635	2.98
202382	FHL1	four and a half LIM domains 1	-1.48	3.269
202451	DHRS9	dehydrogenase/reductase 9	-2.906	3.548
202584	KDELC1	KDEL motif containing 1	1.484	6.616
202598	CADPS	calcium dependent secretion activator	1.809	3.218
202626	ACAA1	acetyl-CoA acyltransferase 1	-0.894	4.07
202796	INHBB	inhibin beta B subunit	1.365	2.849
202835	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase	1.401	5.11
202846	GAK	cyclin G associated kinase	-0.503	2.64
202952	GPT	glutamic--pyruvic transaminase	-1.716	4.371
203132	RBM47	RNA binding motif protein 47	-0.904	3.509
203202	TRUB2	TruB pseudouridine synthase family member 2	0.483	2.544
203299			-0.58	2.686
203394	SAA1	serum amyloid A1	3.526	5.651
203443	EAF2	ELL associated factor 2	-1.283	3.788
203507	TTYH3	tweety family member 3	1.012	3.48
203525	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	-0.571	3.238
203549	NXT1	nuclear transport factor 2 like export factor 1	0.78	2.5
203555			1.583	3.452
203610	AOC1	amine oxidase, copper containing 1	-1.248	2.956
203644	DKK3	dickkopf WNT signaling pathway inhibitor 3	0.613	2.442
203700	RPL14	ribosomal protein L14	0.568	2.874
203712	TST	thiosulfate sulfurtransferase	-1.173	4.637
203713			0.906	2.641
203733	PAQR8	progestin and adipoQ receptor family member 8	-1.002	2.929
203734	HOXB7	homeobox B7	1.598	5.204
203869	CCNB1IP1	cyclin B1 interacting protein 1	1.4	3.908
203917	RNF24	ring finger protein 24	0.704	3.197
204006	CDKN2B	cyclin dependent kinase inhibitor 2B	-2.397	4.705
204036	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	-0.641	2.794
204044	PTTG1	pituitary tumor-transforming 1	1.531	2.784
204077	CFDP1	craniofacial development protein 1	-0.587	2.587
204137	RRP15	ribosomal RNA processing 15 homolog	1.242	4.547
204179	SLC35A3	solute carrier family 35 member A3	-0.74	2.92
204208	TBCA	tubulin folding cofactor A	0.471	2.463
204274	SMC2	structural maintenance of chromosomes 2	1.074	2.516
204279	LPCAT3	lysophosphatidylcholine acyltransferase 3	-0.582	3.356
204307	UGT1A10	UDP glucuronosyltransferase family 1 member A10	-0.986	3.134
204383	GTPBP4	GTP binding protein 4	0.936	4.282
204449	LRRC14B	leucine rich repeat containing 14B	-1.067	2.453
204591			0.678	2.87
204606	ACTR3B	ARP3 actin related protein 3 homolog B	0.807	2.917
204717			-1.602	4.032
204737	RPS7	ribosomal protein S7	1.371	3.795
204773	MT1A	metallothionein 1A	-1.847	3.078
204784	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A	-0.711	3.63
204877	TSPAN3	tetraspanin 3	-1.021	2.98
204928			-1.584	3.224
204936	CLDN23	claudin 23	-2.584	5.197
205016			1.351	4.033
205129	UBA2	ubiquitin like modifier activating enzyme 2	0.801	3.759
205133			-0.704	3.025
205146	FASTKD2	FAST kinase domains 2	0.597	3.398
205153	XPO1	exportin 1	1.125	2.923
205161	C15orf48	chromosome 15 open reading frame 48	-1.79	4.412
205168	ATAD5	ATPase family, AAA domain containing 5	1.31	3.515
205190	CDC73	cell division cycle 73	0.527	2.448
205220	KIF20B	kinesin family member 20B	1.604	2.984
205229	SMPD1	sphingomyelin phosphodiesterase 1	-1.689	3.563
205284			-1.251	3.678
205347			1.363	3.789
205412	NIT2	nitrilase family member 2	0.735	3.395
205529	HSPE1	heat shock protein family E (Hsp10) member 1	0.587	2.447
205547			0.84	3.593
205706	TLE4	transducin like enhancer of split 4	-0.735	2.748
205721	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9	-0.862	3.497
205747	HACD4	3-hydroxyacyl-CoA dehydratase 4	-1.083	2.956
205780	SKA1	spindle and kinetochore associated complex subunit 1	1.071	2.631
206002	CYSTM1	cysteine rich transmembrane module containing 1	-0.917	4.369
206021	DHRS11	dehydrogenase/reductase 11	-2.055	5.157
206053			-1.234	2.605
206116	RRP9	ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)	0.666	2.916
206144	AFF1	AF4/FMR2 family member 1	-0.549	3.307
206220			-2.702	3.902
206232	HIST1H1C	histone cluster 1, H1c	-1.379	3.033
206400			0.748	2.971
206415			0.63	2.585
206519	CHP2	calcineurin like EF-hand protein 2	-3.474	4.204
206535	CR2	complement component 3d receptor 2	-2.77	4.142
206563	RPP25	ribonuclease P/MRP subunit p25	0.797	2.787
206569	SNRPC	small nuclear ribonucleoprotein polypeptide C	0.516	2.536
206624	CLCN2	chloride voltage-gated channel 2	-1.427	4.466
206763	MAOA	monoamine oxidase A	-1.522	3.45
206934	NEU4	neuraminidase 4	-1.969	3.968
207022	ADRA2A	adrenoceptor alpha 2A	-0.955	2.827
207163	ITLN1	intelectin 1	-2.725	2.582
207167	CHMP2B	charged multivesicular body protein 2B	-0.619	2.841
207176	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	1.414	5.065
207194	PLPP1	phospholipid phosphatase 1	-1.194	3.719
207317	SHROOM3	shroom family member 3	-0.704	2.903
207358			0.461	2.435
207404			-1.384	2.46
207416	CDCA7	cell division cycle associated 7	1.77	3.364
207417	HDAC2	histone deacetylase 2	0.858	3.416
207491	PRR13	proline rich 13	-0.753	3.299
207509	LGALS4	galectin 4	-1.683	6.059
207536			-1.88	4.121
207590	CLEC3B	C-type lectin domain family 3 member B	-2.53	4.325
207598	SLC39A10	solute carrier family 39 member 10	1.508	3.895
207609	RELN	reelin	-1.313	2.757
207649	PLLP	plasmolipin	-0.991	3.034
207664	SIM2	single-minded family bHLH transcription factor 2	2.709	4.783
207676			0.676	2.667
207685	LMO2	LIM domain only 2	-0.972	3.199
207687	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)	0.548	2.636
207716			0.847	3.314
207726	HOXB9	homeobox B9	0.984	2.89
207848	CIAO1	cytosolic iron-sulfur assembly component 1	0.671	2.743
207881	RIPK2	receptor interacting serine/threonine kinase 2	1.403	3.484
208001	NIP7	NIP7, nucleolar pre-rRNA processing protein	0.638	2.466
208041			0.798	3.216
208079	MED28	mediator complex subunit 28	0.743	3.53
208143	PEX10	peroxisomal biogenesis factor 10	0.749	3.9
208148	PRPS2	phosphoribosyl pyrophosphate synthetase 2	0.538	2.547
208160			0.63	2.728
208166			0.493	2.733
208172			-0.773	2.923
208216	STAP2	signal transducing adaptor family member 2	-0.961	4.407
208270			0.674	2.662
208277	PLIN2	perilipin 2	1.281	3.342
208289	CA12	carbonic anhydrase 12	-1.239	2.642
208324	CD63	CD63 molecule	-0.685	3.768
208347	MT1H	metallothionein 1H	-2.432	2.581
208372	PNPT1	polyribonucleotide nucleotidyltransferase 1	0.986	4.183
208374	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	0.675	2.678
208388	PTGS2	prostaglandin-endoperoxide synthase 2	2.516	5.225
208462			-0.733	2.546
208476			-1.913	5.022
208596	NUP155	nucleoporin 155	0.943	3.72
208646	PLA2G10	phospholipase A2 group X	-2.3	2.649
208668	BYSL	bystin like	0.911	3.44
208672	PLAU	plasminogen activator, urokinase	1.517	3.575
208730			-2.303	4.305
208732	CTSA	cathepsin A	-0.733	2.845
208774			0.746	3.13
208820	REG3A	regenerating family member 3 alpha	3.475	2.718
208879	CDC25B	cell division cycle 25B	1.748	4.869
208956			1.27	3.545
208980	MBD1	methyl-CpG binding domain protein 1	-0.495	2.634
209114	ENOPH1	enolase-phosphatase 1	0.748	3.36
209116	CADPS2	calcium dependent secretion activator 2	0.476	2.493
209188	ZAK	sterile alpha motif and leucine zipper containing kinase AZK	1.731	4.643
209342	ZCCHC10	zinc finger CCHC-type containing 10	-0.437	2.663
209348	FAM3C	family with sequence similarity 3 member C	-0.765	3.132
209385	SDCBP2	syndecan binding protein 2	-2.229	5.854
209482	CHL1	cell adhesion molecule L1 like	-1.613	3.09
209547			1.226	4.339
209603			-0.979	3.393
209604			0.878	2.78
209671	SSB	Sjogren syndrome antigen B	0.822	5.002
209677	PGPEP1	pyroglutamyl-peptidase I	-0.774	2.558
209837	PRMT1	protein arginine methyltransferase 1	0.661	3.14
210016	BMP6	bone morphogenetic protein 6	-1.297	3.514
210149	ASAP2	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2	-0.557	2.52
210299	SLC26A3	solute carrier family 26 member 3	-4.637	4.881
210314	TBC1D4	TBC1 domain family member 4	0.717	2.546
210323	STMN2	stathmin 2	-2.593	3.626
210342	SERPINE2	serpin family E member 2	1.033	2.472
210399	TMC2	transmembrane channel like 2	-0.949	3.309
210420	STX1A	syntaxin 1A	0.762	2.543
210426			-1.323	5.105
210479	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	0.936	3.722
210482	RBMX	RNA binding motif protein, X-linked	0.699	4.038
210498	CGN	cingulin	-0.954	4.033
210546	ARL14	ADP ribosylation factor like GTPase 14	-1.684	2.787
210556	GEMIN2	gem nuclear organelle associated protein 2	0.696	2.593
210592			1.24	2.483
210715	ISL1	ISL LIM homeobox 1	-1.53	3.495
210723	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma	1.152	2.469
210742	CAPN2	calpain 2	-1.195	4.388
210780	SLC22A3	solute carrier family 22 member 3	1.601	3.595
210816	IMPA1	inositol monophosphatase 1	-0.861	3.223
210850			0.521	2.597
210869	PSMD14	proteasome 26S subunit, non-ATPase 14	0.709	2.99
210870			0.957	2.551
210985	PNO1	partner of NOB1 homolog	1.02	3.564
211011			0.661	2.968
211044	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	-0.893	3.258
211045	FAM89A	family with sequence similarity 89 member A	1.515	4.274
211060	ATP1B3	ATPase Na+/K+ transporting subunit beta 3	-1.174	3.555
211070	FAM60A	family with sequence similarity 60 member A	0.899	3.379
211171	PAQR4	progestin and adipoQ receptor family member 4	0.953	2.515
211291	LTBR	lymphotoxin beta receptor	0.556	2.459
211422	PNLIPRP2	pancreatic lipase related protein 2 (gene/pseudogene)	-0.961	4.787
211435			0.767	2.94
211604			-0.601	2.716
211758	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)	0.721	2.617
211767	SULT1A3	sulfotransferase family 1A member 3	-1.015	3.838
211823			0.614	3.1
211852	CPS1	carbamoyl-phosphate synthase 1	1.34	2.554
211877	ASUN	asunder, spermatogenesis regulator	1.309	6.472
211912	FMNL2	formin like 2	1.057	3.828
211928			1.305	4.282
211942	MPC1	mitochondrial pyruvate carrier 1	-1.201	3.936
211955	NR2C2AP	nuclear receptor 2C2 associated protein	0.744	2.713
211972	DDX18	DEAD-box helicase 18	0.723	3.424
212042	RPS19	ribosomal protein S19	0.598	2.678
212054	CCDC3	coiled-coil domain containing 3	1.371	3.379
212354	MVP	major vault protein	-0.594	2.552
212372			-3.373	6.945
212373			-1.655	2.969
212375	TOP1MT	topoisomerase (DNA) I, mitochondrial	1.206	4.218
212469	EBPL	emopamil binding protein like	0.794	3.999
212501	DOCK6	dedicator of cytokinesis 6	1.012	2.639
212524	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	1.733	3.615
212557	WDR77	WD repeat domain 77	1.172	4.414
212603	CPNE8	copine 8	-1.941	3.722
212778			0.867	3.623
212848	CDK4	cyclin dependent kinase 4	1.125	4.179
212887	SYTL4	synaptotagmin like 4	-1.031	3.522
212915	LRFN5	leucine rich repeat and fibronectin type III domain containing 5	-1.239	3.59
212943	STRADB	STE20-related kinase adaptor beta	-0.813	3.695
212944	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	0.729	2.52
212992	UBB	ubiquitin B	-0.542	2.634
213081	PEX3	peroxisomal biogenesis factor 3	0.726	3.092
213143			0.876	2.538
213172	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	-1.326	2.935
213184	RPF2	ribosome production factor 2 homolog	0.759	3.037
213263	PDCD1LG2	programmed cell death 1 ligand 2	0.965	2.886
213392			0.628	2.754
213466			0.467	2.769
213519	SLC12A2	solute carrier family 12 member 2	1.299	3.005
213577	BHLHE41	basic helix-loop-helix family member e41	-1.695	3.164
213600	CLCA4	chloride channel accessory 4	-4.256	3.511
213739	RNF150	ring finger protein 150	-1.283	2.84
213763	IFRD2	interferon related developmental regulator 2	1.064	3.359
213797			1.319	4.664
213843	S100A10	S100 calcium binding protein A10	-0.824	3.738
213958	UQCRC1	ubiquinol-cytochrome c reductase core protein I	-0.567	2.488
214056	MTERF3	mitochondrial transcription termination factor 3	0.634	2.965
214067	PDLIM1	PDZ and LIM domain 1	-0.638	3.331
214144	RSL24D1	ribosomal L24 domain containing 1	0.743	3.472
214187	SGK2	SGK2, serine/threonine kinase 2	-1.621	2.956
214199	CA7	carbonic anhydrase 7	-3.787	7.368
214252	WDR5	WD repeat domain 5	0.953	3.009
214268	HYAL3	hyaluronoglucosaminidase 3	0.758	2.554
214297	TMEM237	transmembrane protein 237	1.034	2.943
214314			-0.665	3.075
214359	HPGDS	hematopoietic prostaglandin D synthase	-1.277	3.272
